playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8479321,2022,Lucas Johansen,WSH,D,5on5,2,1519.0,34.0,0.17,0.35,0.47,0.41,0.52,0.41,0.53,12.0,2.04,0.1,0.13,0.48,0.06,1.37,0.87,0.1,0.11,0.11,0.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,5.15,3.0,3.1,0.0,0.03,0.0,0.0,0.12,0.13,0.13,34.0,5.0,5.0,3.0,21.0,4.0,4.0,0.0,26.0,0.0,0.0,4683.0,0.0,2.0,1.0,3.0,8.25,0.6,0.6,0.63,0.63,8.0,4.0,5.0,17.0,0.0,1.0,0.0,10.0,2.0,0.0,0.35,0.25,0.0,0.0,0.0,0.0,18.17,12.0,12.6,0.11,0.12,0.0,0.71,0.74,0.74,12.69,1.11,1.07,1.04,1.01,15.0,2.0,7.0,24.0,0.0,1.0,0.0,12.0,4.0,1.0,0.32,0.5,0.29,0.0,0.0,0.0,22.46,17.0,16.05,0.16,0.29,0.29,0.98,0.94,0.93,3.3,3.79,79.0,72.0,0.15,0.0,3.0,0.0,2.0,0.0
8479321,2022,Lucas Johansen,WSH,D,4on5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8479321,2022,Lucas Johansen,WSH,D,5on4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8478904,2022,Steven Lorentz,SJS,C,other,80,746.0,19.0,6.04,0.28,0.54,0.38,0.53,0.35,0.56,139.0,1.44,0.42,0.11,0.18,0.04,0.95,0.31,0.42,0.42,0.42,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.15,0.26,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.04,0.0,0.0,0.45,0.45,0.45,19.0,2.0,7.0,1.0,9.0,1.0,5.0,2.0,11.0,5.0,1.0,2537.0,0.0,0.0,0.0,0.0,4.51,0.71,0.7,0.71,0.7,5.0,2.0,3.0,10.0,0.0,0.0,0.0,4.0,2.0,1.0,0.17,0.27,0.26,0.0,0.0,0.0,10.0,7.0,7.0,0.13,0.0,0.0,0.84,0.84,0.82,8.81,1.82,1.58,1.82,1.58,11.0,2.0,3.0,16.0,1.0,1.0,0.0,6.0,5.0,2.0,0.28,0.49,1.05,0.0,0.0,1.0,16.0,13.0,13.0,0.19,0.57,0.57,1.44,1.44,1.23,8.39,7.11,67.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0
8478904,2022,Steven Lorentz,SJS,C,all,80,56800.0,1370.0,17.0,0.46,0.49,0.45,0.48,0.45,0.48,734.0,110.35,13.68,8.37,24.19,3.67,57.61,43.48,13.04,13.63,12.96,3.0,6.0,111.0,40.0,40.0,191.0,19.0,10.0,16.0,4.0,26.0,6.0,38.0,55.0,101.0,141.0,7.0,16.0,262.0,133.0,46.0,15.0,90.0,46.0,15.0,3.34,5.99,4.35,5.0,1.0,4.0,189.3,151.0,149.9,5.0,1.83,3.51,3.41,12.11,12.0,11.81,1370.0,94.0,151.0,148.0,977.0,191.0,219.0,146.0,814.0,262.0,285.0,234819.0,16.0,12.0,6.0,46.0,424.97,41.47,39.57,41.11,39.2,410.0,178.0,209.0,797.0,26.0,48.0,7.0,431.0,110.0,47.0,13.12,14.36,14.0,10.0,9.0,7.0,787.46,588.0,581.71,6.4,9.72,9.99,37.88,37.55,36.95,519.45,48.27,46.31,48.86,46.89,508.0,209.0,240.0,957.0,51.0,50.0,6.0,514.0,164.0,39.0,16.16,19.99,12.12,18.0,22.0,11.0,969.5,717.0,725.47,7.99,9.59,9.33,46.93,47.53,46.35,211.47,223.57,3673.0,3941.0,0.0,0.0,0.0,0.0,0.0,0.0
8478904,2022,Steven Lorentz,SJS,C,5on5,80,48406.0,1138.0,17.0,0.49,0.5,0.48,0.49,0.47,0.48,730.0,98.57,11.42,7.4,22.45,3.34,53.28,38.12,10.83,11.36,10.75,2.0,6.0,98.0,38.0,40.0,176.0,16.0,8.0,14.0,4.0,21.0,5.0,38.0,50.0,90.0,128.0,6.0,14.0,236.0,130.0,39.0,15.0,84.0,40.0,12.0,3.1,5.22,3.1,4.0,1.0,3.0,174.3,136.0,134.9,5.0,1.55,2.92,3.38,9.59,9.48,9.35,1138.0,75.0,88.0,139.0,836.0,176.0,181.0,119.0,662.0,236.0,254.0,188668.0,14.0,12.0,6.0,38.0,383.82,36.02,34.45,35.66,34.08,366.0,166.0,191.0,723.0,22.0,42.0,7.0,392.0,100.0,40.0,12.14,12.95,10.94,8.0,9.0,5.0,713.46,532.0,525.7,5.46,8.85,9.12,32.37,32.03,31.55,432.28,37.69,36.51,38.28,37.09,417.0,179.0,196.0,792.0,40.0,42.0,5.0,435.0,133.0,28.0,13.49,16.52,7.69,15.0,19.0,6.0,804.5,596.0,604.47,6.09,7.78,7.52,36.26,36.86,36.34,146.16,148.86,2876.0,3043.0,1.23,0.98,37.0,19.0,27.0,17.0
8478904,2022,Steven Lorentz,SJS,C,4on5,80,6368.0,168.0,14.19,0.15,0.06,0.13,0.09,0.15,0.09,241.0,6.13,0.69,0.37,0.84,0.17,1.81,4.13,0.69,0.69,0.69,1.0,0.0,7.0,1.0,0.0,8.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,6.0,7.0,0.0,0.0,14.0,3.0,7.0,0.0,4.0,4.0,0.0,0.2,0.49,0.0,1.0,0.0,0.0,8.0,8.0,8.0,0.0,0.08,0.0,0.0,0.77,0.77,0.77,168.0,1.0,53.0,6.0,108.0,9.0,29.0,18.0,112.0,14.0,3.0,13435.0,0.0,0.0,0.0,0.0,14.06,1.5,1.5,1.5,1.5,18.0,1.0,2.0,21.0,2.0,1.0,0.0,12.0,6.0,1.0,0.41,0.81,0.28,2.0,0.0,0.0,21.0,19.0,19.0,0.19,0.01,0.01,1.68,1.68,1.67,76.07,8.48,7.94,8.48,7.94,77.0,28.0,41.0,146.0,9.0,7.0,1.0,71.0,26.0,8.0,2.33,2.99,3.17,3.0,3.0,3.0,146.0,105.0,105.0,1.69,1.24,1.24,8.94,8.94,8.48,1.37,22.98,39.0,395.0,0.0,0.0,1.0,1.0,0.0,0.0
8478904,2022,Steven Lorentz,SJS,C,5on4,80,1280.0,45.0,6.84,0.92,0.81,0.93,0.84,0.9,0.82,261.0,3.42,1.04,0.41,0.63,0.1,1.26,0.57,0.99,1.04,0.99,0.0,0.0,4.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,2.0,0.04,0.0,0.99,0.0,0.0,1.0,4.0,4.0,4.0,0.0,0.14,0.59,0.03,1.14,1.14,1.1,45.0,16.0,3.0,2.0,24.0,5.0,4.0,7.0,29.0,7.0,5.0,8456.0,2.0,0.0,0.0,2.0,21.07,3.05,2.75,3.05,2.75,19.0,9.0,13.0,41.0,2.0,5.0,0.0,22.0,1.0,5.0,0.34,0.2,2.51,0.0,0.0,2.0,41.0,28.0,28.0,0.59,0.86,0.86,2.78,2.78,2.7,2.29,0.27,0.27,0.27,0.27,3.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,0.07,0.0,0.2,0.0,0.0,1.0,3.0,3.0,3.0,0.03,0.0,0.0,0.3,0.3,0.29,13.15,3.08,211.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
8477365,2022,Connor Clifton,BOS,D,other,78,2885.0,55.0,20.8,0.42,0.57,0.29,0.5,0.3,0.51,189.0,1.45,0.09,0.08,0.35,0.05,0.87,0.56,0.09,0.09,0.09,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,7.0,0.0,1.0,2.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.02,0.0,0.0,0.11,0.11,0.11,55.0,3.0,10.0,6.0,36.0,10.0,15.0,9.0,21.0,0.0,0.0,7410.0,2.0,0.0,0.0,6.0,19.84,4.74,4.6,4.74,4.6,20.0,7.0,5.0,32.0,4.0,2.0,0.0,13.0,7.0,7.0,0.6,0.86,3.27,1.0,1.0,2.0,32.0,27.0,27.0,0.35,0.68,0.68,4.4,4.4,4.4,44.3,6.67,5.88,6.67,5.88,42.0,20.0,16.0,78.0,4.0,9.0,2.0,40.0,15.0,7.0,1.51,2.09,3.07,0.0,1.0,3.0,78.0,62.0,62.0,1.01,2.44,2.44,5.25,5.25,5.04,25.63,19.0,192.0,189.0,0.11,0.0,2.0,0.0,2.0,0.0
8477365,2022,Connor Clifton,BOS,D,all,78,83565.0,1837.0,26.27,0.48,0.56,0.46,0.53,0.46,0.54,337.0,98.31,5.42,5.78,24.8,3.07,55.38,42.54,5.27,5.5,5.34,9.0,9.0,93.0,44.0,35.0,172.0,23.0,5.0,4.0,1.0,27.0,10.0,40.0,51.0,88.0,132.0,24.0,60.0,0.0,208.0,20.0,47.0,119.0,15.0,3.0,2.89,1.86,0.68,1.0,3.0,1.0,176.34,137.0,140.32,29.0,1.19,0.73,0.89,5.72,5.81,5.66,1837.0,183.0,213.0,276.0,1165.0,289.0,314.0,222.0,1012.0,0.0,0.0,201000.0,60.0,50.0,19.0,120.0,672.85,62.65,61.31,63.6,62.25,667.0,244.0,293.0,1204.0,65.0,43.0,9.0,642.0,215.0,54.0,20.28,26.59,15.77,28.0,24.0,13.0,1239.64,911.0,934.71,9.45,8.55,8.36,63.75,64.7,64.01,767.6,66.91,64.17,66.03,63.33,747.0,311.0,347.0,1405.0,49.0,72.0,9.0,780.0,215.0,63.0,21.89,25.95,19.07,16.0,19.0,14.0,1374.86,1058.0,1041.85,11.62,15.2,15.35,63.12,62.33,61.16,210.64,164.08,3397.0,2960.0,0.0,0.0,0.0,0.0,0.0,0.0
8477365,2022,Connor Clifton,BOS,D,5on5,78,74337.0,1590.0,26.27,0.51,0.55,0.48,0.52,0.49,0.53,277.0,93.74,4.95,5.49,24.03,2.93,53.61,39.98,4.79,5.02,4.87,8.0,8.0,88.0,43.0,35.0,166.0,20.0,4.0,4.0,1.0,27.0,10.0,39.0,47.0,84.0,127.0,22.0,56.0,0.0,185.0,18.0,45.0,115.0,13.0,3.0,2.7,1.56,0.68,1.0,2.0,1.0,170.34,131.0,134.32,29.0,1.12,0.73,0.89,5.17,5.26,5.11,1590.0,170.0,161.0,259.0,1000.0,259.0,267.0,188.0,876.0,0.0,0.0,148784.0,56.0,48.0,18.0,108.0,627.14,54.5,53.32,55.45,54.25,618.0,232.0,283.0,1133.0,58.0,41.0,9.0,608.0,200.0,42.0,18.83,24.69,10.98,25.0,22.0,11.0,1168.64,850.0,873.71,8.75,7.87,7.67,55.57,56.53,55.86,651.91,52.95,51.31,52.08,50.46,647.0,250.0,306.0,1203.0,41.0,55.0,6.0,670.0,179.0,48.0,18.99,21.3,12.67,16.0,17.0,8.0,1172.86,897.0,880.85,9.03,10.99,11.14,50.79,49.99,49.27,124.98,101.91,2371.0,2159.0,4.75,0.16,100.0,10.0,76.0,6.0
8477365,2022,Connor Clifton,BOS,D,4on5,78,5925.0,157.0,23.92,0.28,0.16,0.22,0.19,0.23,0.19,278.0,3.13,0.39,0.21,0.42,0.09,0.9,2.0,0.39,0.39,0.39,0.0,0.0,4.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,2.0,0.0,16.0,2.0,1.0,2.0,2.0,0.0,0.09,0.29,0.0,0.0,1.0,0.0,4.0,4.0,4.0,0.0,0.05,0.0,0.0,0.43,0.43,0.43,157.0,1.0,41.0,9.0,106.0,11.0,29.0,21.0,96.0,0.0,0.0,17801.0,2.0,0.0,0.0,1.0,22.18,2.76,2.74,2.76,2.74,25.0,4.0,5.0,34.0,3.0,0.0,0.0,17.0,8.0,4.0,0.71,1.04,1.01,2.0,1.0,0.0,34.0,29.0,29.0,0.29,0.0,0.0,3.05,3.05,3.02,71.09,7.27,6.98,7.27,6.98,57.0,41.0,24.0,122.0,4.0,8.0,1.0,69.0,21.0,8.0,1.37,2.56,3.34,0.0,1.0,3.0,122.0,98.0,98.0,1.57,1.77,1.77,7.07,7.07,6.84,5.09,26.5,92.0,390.0,0.15,0.0,5.0,0.0,4.0,0.0
8477365,2022,Connor Clifton,BOS,D,5on4,78,418.0,35.0,13.55,0.98,0.85,0.71,0.87,0.83,0.84,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,9.0,1.0,2.0,23.0,9.0,3.0,4.0,19.0,0.0,0.0,10187.0,0.0,0.0,0.0,3.0,3.69,0.66,0.65,0.66,0.65,4.0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,1.0,0.15,0.0,0.51,0.0,0.0,0.0,5.0,5.0,5.0,0.07,0.0,0.0,0.73,0.73,0.73,0.3,0.01,0.01,0.01,0.01,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.01,0.0,0.0,0.02,0.02,0.02,19.75,3.44,291.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
8481572,2022,Ville Heinola,WPG,D,other,10,332.0,8.0,1.2,0.0,0.51,0.33,0.52,0.0,0.53,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,1.0,5.0,1.0,0.0,1.0,6.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.09,0.09,0.09,0.09,1.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.02,0.0,0.0,0.11,0.11,0.11,1.71,1.62,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8481572,2022,Ville Heinola,WPG,D,all,10,7960.0,188.0,0.13,0.48,0.49,0.47,0.49,0.43,0.49,59.0,4.09,0.15,0.35,0.98,0.12,2.71,1.69,0.15,0.15,0.15,1.0,0.0,5.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,5.0,6.0,1.0,2.0,0.0,7.0,2.0,8.0,6.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,13.09,6.0,6.05,8.0,0.08,0.0,0.0,0.23,0.23,0.23,188.0,23.0,16.0,19.0,130.0,29.0,22.0,26.0,111.0,0.0,0.0,28170.0,2.0,4.0,2.0,7.0,51.46,4.83,4.65,4.85,4.68,49.0,24.0,35.0,108.0,3.0,4.0,0.0,53.0,16.0,4.0,1.69,2.14,0.99,0.0,3.0,0.0,108.05,73.0,73.37,0.81,0.88,0.88,4.75,4.82,4.7,68.77,5.15,4.99,5.06,4.91,71.0,24.0,25.0,120.0,8.0,5.0,1.0,74.0,16.0,5.0,1.98,2.01,1.16,3.0,3.0,2.0,119.43,95.0,94.24,0.89,0.9,0.9,5.13,5.07,5.0,24.33,25.19,446.0,464.0,0.0,0.0,0.0,0.0,0.0,0.0
8481572,2022,Ville Heinola,WPG,D,5on5,10,7117.0,170.0,0.13,0.5,0.51,0.47,0.5,0.43,0.5,59.0,2.07,0.11,0.15,0.44,0.06,1.42,0.83,0.11,0.11,0.11,1.0,0.0,2.0,1.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,1.0,2.0,0.0,7.0,2.0,8.0,3.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,8.09,3.0,3.05,8.0,0.03,0.0,0.0,0.14,0.14,0.14,170.0,19.0,14.0,18.0,119.0,24.0,22.0,24.0,100.0,0.0,0.0,22021.0,2.0,4.0,2.0,6.0,45.98,4.62,4.45,4.64,4.47,44.0,21.0,30.0,95.0,3.0,4.0,0.0,46.0,15.0,4.0,1.58,2.05,0.99,0.0,3.0,0.0,95.05,65.0,65.37,0.7,0.88,0.88,4.44,4.5,4.39,62.51,4.67,4.52,4.59,4.44,65.0,22.0,22.0,109.0,8.0,5.0,1.0,68.0,15.0,4.0,1.83,1.92,0.93,3.0,3.0,2.0,108.43,87.0,86.24,0.81,0.9,0.9,4.59,4.53,4.45,17.92,17.19,352.0,350.0,0.4,0.0,7.0,0.0,7.0,0.0
8481572,2022,Ville Heinola,WPG,D,4on5,10,8.0,0.0,-0.45,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8481572,2022,Ville Heinola,WPG,D,5on4,10,503.0,10.0,1.45,0.35,0.8,0.61,0.79,0.57,0.75,18.0,2.02,0.04,0.2,0.54,0.06,1.29,0.87,0.04,0.04,0.04,0.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,0.0,0.05,0.0,0.0,0.09,0.09,0.09,10.0,4.0,0.0,0.0,6.0,4.0,0.0,1.0,5.0,0.0,0.0,1098.0,0.0,0.0,0.0,0.0,5.49,0.21,0.21,0.21,0.21,5.0,3.0,3.0,11.0,0.0,0.0,0.0,7.0,1.0,0.0,0.12,0.09,0.0,0.0,0.0,0.0,11.0,8.0,8.0,0.11,0.0,0.0,0.32,0.32,0.31,4.93,0.38,0.38,0.38,0.38,5.0,1.0,1.0,7.0,0.0,0.0,0.0,4.0,1.0,1.0,0.06,0.1,0.23,0.0,0.0,0.0,7.0,6.0,6.0,0.05,0.0,0.0,0.44,0.44,0.44,1.33,0.33,33.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8477357,2022,Saku Maenalanen,WPG,R,other,64,425.0,6.0,5.61,0.69,0.61,0.31,0.73,0.4,0.69,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,5.0,1.0,2.0,1.0,2.0,0.0,0.0,2403.0,0.0,0.0,0.0,1.0,2.88,1.67,1.67,1.67,1.67,3.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,2.0,0.04,0.14,1.49,0.0,0.0,2.0,4.0,4.0,4.0,0.03,0.0,0.0,1.7,1.7,1.7,3.87,0.75,0.75,0.75,0.75,3.0,3.0,3.0,9.0,0.0,0.0,0.0,3.0,2.0,1.0,0.12,0.23,0.4,0.0,0.0,0.0,9.0,6.0,6.0,0.08,0.0,0.0,0.83,0.83,0.83,8.64,5.46,77.0,28.0,0.06,0.0,1.0,0.0,1.0,0.0
