CHI,2022,CHI,CHI,Team Level,other,82,0.45,0.46,0.47,8663.0,121.18,27.89,8.79,21.09,3.92,63.89,38.41,24.52,27.89,24.52,120.0,44.0,51.0,215.0,26.0,13.0,4.0,23.0,8.0,51.0,43.0,94.0,138.0,5.0,12.0,121.0,28.0,19.0,22.0,92.0,37.0,35.0,3.16,4.93,19.8,2.0,11.0,13.0,215.0,164.0,164.0,7.0,2.48,5.43,5.43,24.94,24.94,23.03,133.36,33.56,9.87,22.83,4.6,72.7,42.43,30.15,33.56,30.15,130.0,56.0,64.0,250.0,32.0,12.0,0.0,16.0,7.0,63.0,56.0,98.0,154.0,7.0,14.0,105.0,18.0,18.0,17.0,95.0,41.0,50.0,3.63,4.79,25.14,4.0,3.0,25.0,250.0,186.0,186.0,7.0,2.87,4.4,3.56,32.87,32.87,30.77
CHI,2022,CHI,CHI,Team Level,all,82,0.43,0.45,0.45,298045.0,2239.43,215.84,152.49,523.39,73.15,1209.1,889.03,206.47,214.38,205.04,2210.0,853.0,1012.0,4075.0,202.0,188.0,31.0,438.0,60.0,982.0,1193.0,2008.0,2861.0,270.0,619.0,2355.0,1972.0,689.0,794.0,2268.0,546.0,249.0,61.48,68.72,85.64,64.0,66.0,72.0,4004.77,3063.0,3026.04,440.0,33.67,41.7,41.75,207.77,206.41,200.98,2754.24,284.02,194.16,635.55,90.5,1496.98,1083.86,271.48,287.73,275.1,2758.0,1028.0,1283.0,5069.0,299.0,254.0,43.0,456.0,82.0,1309.0,1386.0,2459.0,3487.0,272.0,618.0,2114.0,1554.0,581.0,623.0,2686.0,781.0,319.0,79.03,96.01,108.97,107.0,92.0,100.0,5183.12,3786.0,3856.44,288.0,42.62,58.19,58.33,268.32,271.86,264.61
CHI,2022,CHI,CHI,Team Level,5on5,82,0.43,0.44,0.44,245804.0,1762.24,147.83,114.22,430.17,58.09,946.2,715.48,143.59,146.37,142.15,1718.0,694.0,812.0,3224.0,136.0,151.0,22.0,359.0,46.0,763.0,957.0,1582.0,2276.0,239.0,547.0,1818.0,1845.0,580.0,670.0,1815.0,441.0,156.0,49.05,55.36,43.43,53.0,47.0,36.0,3153.77,2412.0,2375.04,398.0,23.67,31.67,31.72,139.78,138.42,136.46,2228.0,199.38,151.14,535.66,73.27,1212.77,891.85,192.65,203.09,196.27,2227.0,838.0,1057.0,4122.0,208.0,201.0,36.0,379.0,69.0,1072.0,1136.0,2019.0,2857.0,239.0,546.0,1662.0,1451.0,494.0,529.0,2237.0,622.0,206.0,65.61,76.72,57.06,91.0,69.0,48.0,4236.12,3065.0,3135.44,248.0,31.34,41.99,42.13,188.6,192.12,188.67
CHI,2022,CHI,CHI,Team Level,4on5,82,0.11,0.13,0.14,21107.0,55.32,4.95,2.64,7.86,1.57,17.63,38.35,4.87,4.95,4.87,65.0,8.0,10.0,83.0,7.0,0.0,0.0,3.0,0.0,9.0,54.0,58.0,66.0,8.0,22.0,184.0,77.0,70.0,34.0,57.0,7.0,9.0,1.39,1.01,2.55,3.0,3.0,1.0,83.0,73.0,73.0,30.0,0.61,0.0,0.0,5.57,5.57,5.48,317.66,41.92,29.07,66.1,10.28,187.82,98.81,39.62,41.92,39.62,329.0,105.0,147.0,581.0,52.0,35.0,6.0,55.0,5.0,160.0,127.0,277.0,382.0,16.0,38.0,196.0,19.0,11.0,50.0,293.0,92.0,49.0,7.87,11.05,23.01,12.0,15.0,25.0,581.0,434.0,434.0,6.0,7.49,10.48,11.33,38.08,38.08,36.42
CHI,2022,CHI,CHI,Team Level,5on4,82,0.79,0.83,0.8,22471.0,300.69,35.16,26.84,64.27,9.57,181.38,96.78,33.48,35.16,33.48,307.0,107.0,139.0,553.0,33.0,24.0,5.0,53.0,6.0,159.0,139.0,274.0,381.0,18.0,38.0,232.0,22.0,20.0,68.0,304.0,61.0,49.0,7.88,7.42,19.85,6.0,5.0,22.0,553.0,414.0,414.0,5.0,6.92,4.6,4.6,37.48,37.48,35.99,75.22,9.16,4.08,10.96,2.35,23.69,50.78,9.06,9.16,9.06,72.0,29.0,15.0,116.0,7.0,6.0,1.0,6.0,1.0,14.0,67.0,65.0,94.0,10.0,20.0,151.0,66.0,58.0,27.0,61.0,26.0,14.0,1.92,3.46,3.77,0.0,5.0,2.0,116.0,101.0,101.0,27.0,0.93,1.32,1.32,8.77,8.77,8.75
ANA,2022,ANA,ANA,Team Level,other,82,0.42,0.44,0.43,9108.0,120.37,23.16,8.8,21.77,4.0,63.94,42.33,21.61,23.16,21.61,126.0,38.0,48.0,212.0,27.0,12.0,4.0,17.0,2.0,57.0,49.0,99.0,137.0,9.0,18.0,120.0,17.0,26.0,21.0,91.0,41.0,32.0,3.34,5.01,14.82,3.0,9.0,15.0,212.0,164.0,164.0,8.0,2.51,4.11,4.66,21.01,21.01,20.15,159.34,31.97,11.73,27.94,5.22,84.14,55.99,29.3,31.97,29.3,154.0,63.0,57.0,274.0,32.0,12.0,2.0,23.0,5.0,81.0,64.0,122.0,185.0,11.0,22.0,109.0,20.0,25.0,23.0,115.0,64.0,38.0,4.52,8.95,18.5,7.0,7.0,18.0,274.0,217.0,217.0,8.0,3.37,3.7,3.45,31.88,31.88,29.73
ANA,2022,ANA,ANA,Team Level,all,82,0.4,0.43,0.42,299138.0,2322.49,210.44,158.49,538.31,76.44,1255.07,945.26,200.55,208.19,198.39,2326.0,858.0,1050.0,4234.0,206.0,229.0,33.0,459.0,54.0,1044.0,1193.0,2120.0,2978.0,339.0,759.0,2220.0,1284.0,457.0,656.0,2342.0,648.0,194.0,66.25,79.02,65.16,71.0,75.0,60.0,4135.42,3184.0,3127.89,357.0,34.94,46.02,46.06,199.33,197.07,192.22,3146.67,320.76,225.16,714.33,104.37,1752.87,1246.5,304.99,326.35,310.33,3208.0,1156.0,1201.0,5565.0,335.0,334.0,32.0,615.0,100.0,1434.0,1546.0,2873.0,4029.0,292.0,669.0,2530.0,1430.0,553.0,707.0,3105.0,929.0,330.0,93.9,115.13,111.74,111.0,126.0,98.0,5736.13,4364.0,4473.82,314.0,49.81,67.03,67.07,303.5,308.56,299.43
ANA,2022,ANA,ANA,Team Level,5on5,82,0.4,0.43,0.42,243565.0,1800.71,147.26,115.63,434.05,59.02,962.39,746.66,141.7,145.01,139.55,1802.0,663.0,836.0,3301.0,144.0,176.0,24.0,378.0,46.0,776.0,946.0,1658.0,2321.0,298.0,672.0,1690.0,1214.0,379.0,555.0,1852.0,488.0,125.0,52.18,60.27,34.82,62.0,55.0,27.0,3202.42,2465.0,2408.89,314.0,23.91,33.14,32.97,138.2,135.94,133.76,2472.21,221.12,170.21,585.3,82.33,1379.68,1008.36,211.99,226.71,217.33,2540.0,907.0,989.0,4436.0,224.0,265.0,24.0,500.0,83.0,1110.0,1265.0,2316.0,3223.0,257.0,598.0,1979.0,1340.0,466.0,603.0,2531.0,709.0,207.0,77.25,87.47,56.4,90.0,98.0,36.0,4607.13,3447.0,3556.82,280.0,35.17,52.29,52.59,203.68,208.75,204.39
ANA,2022,ANA,ANA,Team Level,4on5,82,0.07,0.11,0.12,24455.0,60.15,4.38,2.72,8.92,1.87,19.25,43.85,4.32,4.38,4.32,67.0,14.0,10.0,91.0,0.0,0.0,0.0,4.0,2.0,15.0,60.0,67.0,81.0,14.0,33.0,207.0,36.0,39.0,30.0,62.0,15.0,4.0,1.58,1.82,0.98,0.0,0.0,0.0,91.0,81.0,81.0,28.0,0.63,0.0,0.0,5.01,5.01,4.94,453.99,60.7,40.09,92.88,15.0,270.48,140.85,56.79,60.7,56.79,448.0,172.0,146.0,766.0,73.0,54.0,6.0,89.0,12.0,225.0,167.0,375.0,547.0,16.0,33.0,262.0,17.0,17.0,50.0,410.0,135.0,75.0,10.75,15.96,33.99,13.0,18.0,42.0,766.0,620.0,620.0,0.0,10.55,10.64,10.63,60.62,60.62,58.01
ANA,2022,ANA,ANA,Team Level,5on4,82,0.84,0.88,0.86,22010.0,341.26,35.64,31.34,73.58,11.55,209.48,112.41,32.92,35.64,32.92,331.0,143.0,156.0,630.0,35.0,41.0,5.0,60.0,4.0,196.0,138.0,296.0,439.0,18.0,36.0,203.0,17.0,13.0,50.0,337.0,104.0,33.0,9.16,11.92,14.55,6.0,11.0,18.0,630.0,474.0,474.0,7.0,7.9,8.77,8.42,35.12,35.12,33.37,61.12,6.98,3.13,8.21,1.81,18.57,41.31,6.91,6.98,6.91,66.0,14.0,9.0,89.0,6.0,3.0,0.0,3.0,0.0,18.0,50.0,60.0,74.0,8.0,16.0,180.0,53.0,45.0,31.0,49.0,21.0,10.0,1.37,2.75,2.85,1.0,3.0,2.0,89.0,80.0,80.0,26.0,0.72,0.39,0.39,7.3,7.3,7.29
PIT,2022,PIT,PIT,Team Level,other,82,0.53,0.52,0.52,9247.0,145.11,37.14,11.3,25.37,5.16,78.16,43.87,33.9,37.14,33.9,146.0,55.0,58.0,259.0,36.0,17.0,4.0,17.0,6.0,80.0,45.0,110.0,165.0,7.0,17.0,111.0,46.0,17.0,25.0,98.0,52.0,51.0,4.15,6.32,26.67,5.0,10.0,21.0,259.0,201.0,201.0,10.0,3.42,5.39,5.39,35.17,35.17,33.53,137.14,33.58,9.77,22.92,4.21,72.3,44.22,31.67,33.58,31.67,130.0,57.0,52.0,239.0,35.0,9.0,2.0,18.0,0.0,66.0,59.0,95.0,152.0,11.0,25.0,107.0,31.0,25.0,19.0,79.0,63.0,45.0,2.96,7.87,22.75,2.0,11.0,22.0,239.0,187.0,187.0,5.0,2.88,2.52,2.52,33.95,33.95,32.24
PIT,2022,PIT,PIT,Team Level,all,82,0.53,0.52,0.52,297973.0,2814.92,299.98,205.34,649.75,95.78,1538.31,1101.92,283.46,301.04,284.46,2818.0,1074.0,1314.0,5206.0,261.0,316.0,40.0,535.0,86.0,1302.0,1392.0,2557.0,3631.0,291.0,607.0,2472.0,2308.0,676.0,803.0,2687.0,864.0,341.0,78.11,107.31,114.56,76.0,100.0,85.0,5226.3,3892.0,3907.48,384.0,45.68,67.46,67.46,278.13,278.83,270.52,2632.23,267.48,186.76,603.19,86.96,1438.81,1052.8,256.74,268.2,257.46,2687.0,949.0,1222.0,4858.0,263.0,236.0,35.0,483.0,61.0,1239.0,1354.0,2424.0,3373.0,313.0,658.0,2276.0,2121.0,669.0,688.0,2599.0,772.0,265.0,76.61,95.03,95.84,72.0,104.0,87.0,4861.15,3636.0,3637.6,325.0,41.48,51.6,51.75,257.21,257.73,251.53
PIT,2022,PIT,PIT,Team Level,5on5,82,0.53,0.52,0.52,237670.0,2214.24,204.07,152.24,535.02,75.0,1202.88,892.86,195.51,205.13,196.52,2208.0,855.0,1053.0,4116.0,168.0,241.0,23.0,443.0,66.0,1017.0,1128.0,2040.0,2895.0,255.0,532.0,1899.0,2105.0,559.0,665.0,2185.0,665.0,213.0,63.26,82.82,58.0,64.0,69.0,35.0,4136.3,3063.0,3078.48,342.0,31.68,48.6,48.8,186.88,187.58,183.73,2027.17,178.71,136.88,486.89,67.59,1106.85,827.08,172.77,179.44,173.48,2057.0,747.0,975.0,3779.0,173.0,178.0,27.0,374.0,46.0,959.0,1074.0,1884.0,2631.0,266.0,561.0,1733.0,1982.0,551.0,569.0,2059.0,588.0,157.0,61.5,72.0,45.22,62.0,76.0,35.0,3782.15,2804.0,2805.6,292.0,28.36,37.01,37.16,169.93,170.44,167.79
PIT,2022,PIT,PIT,Team Level,4on5,82,0.14,0.12,0.13,24568.0,61.57,7.14,3.49,8.27,1.96,19.8,41.33,6.99,7.14,6.99,71.0,11.0,12.0,94.0,5.0,2.0,1.0,5.0,3.0,12.0,55.0,66.0,77.0,10.0,20.0,201.0,109.0,63.0,25.0,54.0,14.0,14.0,1.18,2.0,3.96,0.0,4.0,1.0,94.0,82.0,82.0,23.0,0.8,0.74,0.74,7.19,7.19,7.16,376.74,44.1,35.03,80.89,12.36,232.07,121.56,41.74,44.1,41.74,403.0,123.0,181.0,707.0,50.0,39.0,6.0,82.0,12.0,196.0,147.0,353.0,476.0,25.0,50.0,248.0,30.0,21.0,71.0,385.0,95.0,46.0,9.45,11.57,23.08,8.0,15.0,27.0,707.0,526.0,526.0,5.0,9.06,9.62,9.62,43.54,43.54,41.84
PIT,2022,PIT,PIT,Team Level,5on4,82,0.82,0.85,0.82,26488.0,394.01,51.63,38.3,81.09,13.66,237.46,123.86,47.05,51.63,47.05,393.0,153.0,191.0,737.0,52.0,56.0,12.0,70.0,11.0,193.0,164.0,341.0,494.0,19.0,38.0,261.0,48.0,37.0,88.0,350.0,133.0,63.0,9.52,16.17,25.93,7.0,17.0,28.0,737.0,546.0,546.0,9.0,9.78,12.73,12.53,48.89,48.89,46.1,91.17,11.08,5.09,12.48,2.81,27.59,59.95,10.56,11.08,10.56,97.0,22.0,14.0,133.0,5.0,10.0,0.0,9.0,3.0,18.0,74.0,92.0,114.0,11.0,22.0,188.0,78.0,72.0,29.0,76.0,26.0,17.0,2.7,3.6,4.78,0.0,2.0,3.0,133.0,119.0,119.0,23.0,1.17,2.45,2.45,9.79,9.79,9.65
WSH,2022,WSH,WSH,Team Level,other,82,0.49,0.52,0.53,11454.0,170.74,36.34,11.32,30.68,5.5,87.79,58.37,33.18,36.34,33.18,162.0,68.0,71.0,301.0,35.0,12.0,3.0,23.0,6.0,86.0,68.0,127.0,195.0,10.0,20.0,120.0,35.0,18.0,27.0,121.0,61.0,48.0,4.53,7.54,24.26,6.0,9.0,20.0,301.0,230.0,230.0,11.0,3.21,4.75,4.75,34.8,34.8,32.79,144.64,38.22,9.22,24.35,4.66,71.56,53.06,35.62,38.22,35.62,144.0,58.0,78.0,280.0,35.0,9.0,3.0,18.0,3.0,73.0,64.0,109.0,167.0,12.0,24.0,136.0,23.0,18.0,36.0,105.0,43.0,54.0,3.9,5.32,29.0,1.0,4.0,30.0,280.0,202.0,202.0,17.0,2.6,2.72,2.55,38.21,38.21,36.39
WSH,2022,WSH,WSH,Team Level,all,82,0.49,0.5,0.5,298637.0,2608.51,259.16,178.13,608.72,87.09,1407.65,1038.26,245.31,259.25,245.51,2549.0,1030.0,1282.0,4861.0,253.0,261.0,36.0,531.0,73.0,1173.0,1289.0,2296.0,3326.0,286.0,655.0,2320.0,2015.0,590.0,781.0,2558.0,747.0,274.0,74.34,90.62,94.19,78.0,90.0,85.0,4849.07,3579.0,3573.36,404.0,39.43,53.25,53.7,244.89,245.13,237.8,2604.21,267.89,178.27,601.97,86.31,1428.77,1047.85,255.87,268.84,256.81,2549.0,1063.0,1274.0,4886.0,261.0,213.0,41.0,578.0,65.0,1155.0,1340.0,2288.0,3351.0,304.0,682.0,2363.0,1845.0,637.0,714.0,2562.0,781.0,269.0,76.52,95.21,96.16,84.0,84.0,93.0,4913.48,3612.0,3630.74,373.0,39.09,47.77,47.77,259.15,260.1,253.23
WSH,2022,WSH,WSH,Team Level,5on5,82,0.5,0.5,0.5,242828.0,2049.23,178.48,133.69,497.35,68.12,1098.71,833.64,171.05,178.58,171.25,2010.0,800.0,1031.0,3841.0,174.0,205.0,27.0,445.0,58.0,886.0,1043.0,1836.0,2636.0,260.0,603.0,1834.0,1887.0,510.0,663.0,2044.0,593.0,173.0,59.57,72.18,46.73,65.0,71.0,38.0,3829.07,2810.0,2804.36,368.0,27.73,40.47,41.18,165.02,165.27,162.27,2063.79,180.16,135.58,499.81,68.55,1133.42,843.47,174.51,181.12,175.45,2004.0,857.0,1012.0,3873.0,182.0,164.0,26.0,483.0,52.0,884.0,1096.0,1822.0,2679.0,266.0,608.0,1803.0,1743.0,549.0,583.0,2099.0,605.0,157.0,62.94,73.93,43.3,76.0,70.0,36.0,3900.48,2861.0,2879.74,318.0,28.01,33.58,33.75,174.42,175.37,172.53
WSH,2022,WSH,WSH,Team Level,4on5,82,0.12,0.13,0.15,21303.0,57.78,5.78,2.97,8.47,2.08,19.31,41.38,5.49,5.78,5.49,67.0,13.0,18.0,98.0,2.0,7.0,0.0,8.0,0.0,11.0,52.0,65.0,78.0,7.0,14.0,165.0,56.0,34.0,29.0,57.0,16.0,7.0,1.64,2.07,2.08,1.0,1.0,0.0,98.0,80.0,80.0,19.0,0.68,1.59,1.59,4.87,4.87,4.82,332.93,43.8,30.42,69.56,11.29,204.01,106.93,40.05,43.8,40.05,330.0,136.0,174.0,640.0,37.0,40.0,12.0,71.0,9.0,179.0,130.0,293.0,429.0,21.0,40.0,215.0,21.0,17.0,62.0,299.0,115.0,52.0,7.98,13.56,22.26,6.0,6.0,25.0,640.0,466.0,466.0,10.0,7.77,11.47,11.47,40.1,40.1,37.91
WSH,2022,WSH,WSH,Team Level,5on4,82,0.87,0.87,0.85,23052.0,330.77,38.56,30.14,72.21,11.39,201.85,104.86,35.59,38.56,35.59,310.0,149.0,162.0,621.0,42.0,37.0,6.0,55.0,9.0,190.0,126.0,268.0,417.0,9.0,18.0,201.0,37.0,28.0,62.0,336.0,77.0,46.0,8.61,8.83,21.12,6.0,9.0,27.0,621.0,459.0,459.0,6.0,7.81,6.43,6.17,40.19,40.19,37.91,62.85,5.72,3.04,8.27,1.8,19.78,44.39,5.7,5.72,5.7,71.0,12.0,10.0,93.0,7.0,0.0,0.0,6.0,1.0,19.0,50.0,64.0,76.0,5.0,10.0,209.0,58.0,53.0,33.0,59.0,18.0,6.0,1.7,2.41,1.61,1.0,4.0,2.0,93.0,83.0,83.0,28.0,0.7,0.0,0.0,6.42,6.42,6.4
BOS,2022,BOS,BOS,Team Level,other,82,0.53,0.45,0.44,13059.0,158.95,38.12,11.8,26.47,5.26,81.04,53.3,36.36,38.12,36.36,156.0,60.0,68.0,284.0,39.0,13.0,4.0,23.0,5.0,66.0,70.0,117.0,177.0,14.0,28.0,167.0,43.0,26.0,32.0,89.0,75.0,52.0,3.96,9.41,24.75,10.0,6.0,23.0,284.0,216.0,216.0,13.0,3.47,3.65,3.65,37.94,37.94,36.7,196.37,34.14,15.39,37.01,6.86,114.04,64.55,29.86,34.14,29.86,188.0,84.0,80.0,352.0,19.0,23.0,4.0,39.0,9.0,100.0,82.0,169.0,253.0,14.0,28.0,146.0,40.0,34.0,25.0,152.0,78.0,42.0,5.81,9.56,18.78,1.0,8.0,10.0,352.0,272.0,272.0,7.0,4.6,7.02,7.02,31.73,31.73,29.48
