Season,Game,Team For,Team Against,ExpG,ActG,Player,Month
2016,1,Aston Villa,Bournemouth,0.338680927,,I Gueye,August
2016,1,Aston Villa,Bournemouth,0.489813995,1,Gestede,August
2016,1,Aston Villa,Bournemouth,0.105969791,,Agbonlahor,August
2016,1,Bournemouth,Aston Villa,0.192,,C Wilson,August
2016,1,Bournemouth,Aston Villa,0.486725664,,Pugh,August
2016,2,Crystal Palace,Norwich,0.758687259,,G Murray,August
2016,2,Crystal Palace,Norwich,0.506276151,1,Zaha,August
2016,2,Crystal Palace,Norwich,0.3025,,Mutch,August
2016,2,Crystal Palace,Norwich,0.506276151,1,Delaney,August
2016,2,Crystal Palace,Norwich,0.105969791,,Cabaye,August
2016,2,Crystal Palace,Norwich,0.105969791,,Bolasie,August
2016,2,Crystal Palace,Norwich,0.33273703,1,Cabaye,August
2016,2,Norwich,Crystal Palace,0.181818182,,R Brady,August
2016,2,Norwich,Crystal Palace,0.254098361,,Grabban,August
2016,2,Norwich,Crystal Palace,0.486725664,,B Johnson,August
2016,2,Norwich,Crystal Palace,0.105969791,,Whittaker,August
2016,2,Norwich,Crystal Palace,0.105969791,1,Redmond,August
2016,2,Norwich,Crystal Palace,0.208219178,,Whittaker,August
2016,3,Liverpool,Stoke,0.103225806,,Lovren,August
2016,3,Liverpool,Stoke,0.486725664,,Skrtel,August
2016,3,Liverpool,Stoke,0.105969791,1,Coutinho,August
2016,3,Stoke,Liverpool,0.105969791,,Mame Diouf,August
2016,4,Wba,Man CIty,0.383802817,,Morrison,August
2016,4,Wba,Man CIty,0.105969791,,Anichebe,August
2016,4,Man CIty,Wba,0.33273703,1,Silva,August
2016,4,Man CIty,Wba,0.24702381,1,Y Toure,August
2016,4,Man CIty,Wba,0.383802817,,Sterling,August
2016,4,Man CIty,Wba,0.268115942,,Sterling,August
2016,4,Man CIty,Wba,0.506276151,1,Kompany,August
2016,4,Man CIty,Wba,0.383802817,,Aguero,August
2016,4,Man CIty,Wba,0.19,,Kolarov,August
2016,5,Newcastle,Southampton,0.356466877,,P Cisse,August
2016,5,Newcastle,Southampton,0.489813995,,Coloccini,August
2016,5,Newcastle,Southampton,0.758687259,1,P Cisse,August
2016,5,Newcastle,Southampton,0.486725664,1,Wijnaldum,August
2016,5,Southampton,Newcastle,0.2,,Soares,August
2016,5,Southampton,Newcastle,0.383802817,1,Pelle,August
2016,5,Southampton,Newcastle,0.486725664,,Yoshida,August
2016,5,Southampton,Newcastle,0.489813995,1,Long,August
2016,6,Leicester,Sunderland,0.251748252,1,Vardy,August
2016,6,Leicester,Sunderland,0.489813995,1,Mahrez,August
2016,6,Leicester,Sunderland,0.828,1,Mahrez,August
2016,6,Leicester,Sunderland,0.338680927,,Vardy,August
2016,6,Leicester,Sunderland,0.105969791,,Drinkwater,August
2016,6,Leicester,Sunderland,0.208219178,,Mahrez,August
2016,6,Leicester,Sunderland,0.33273703,,Vardy,August
2016,6,Leicester,Sunderland,0.338461538,1,Albrighton,August
2016,6,Sunderland,Leicester,0.383802817,,Kaboul,August
2016,6,Sunderland,Leicester,0.486725664,,Rodwell,August
2016,6,Sunderland,Leicester,0.338461538,1,Defoe,August
2016,6,Sunderland,Leicester,0.251748252,,Defoe,August
2016,6,Sunderland,Leicester,0.732110092,1,S Fletcher,August
2016,7,Chelsea,Swansea,0.19,1,Oscar,August
2016,7,Chelsea,Swansea,0,,D Costa,August
2016,7,Chelsea,Swansea,0.2,,Hazard,August
2016,7,Swansea,Chelsea,0.215909091,,Ki,August
2016,7,Swansea,Chelsea,0.486725664,,Gomis,August
2016,7,Swansea,Chelsea,0.489813995,1,A Ayew,August
2016,7,Swansea,Chelsea,0.105969791,,Sigurdsson,August
2016,7,Swansea,Chelsea,0.828,1,Gomis,August
2016,7,Swansea,Chelsea,0.15270936,,Montero,August
2016,7,Swansea,Chelsea,0.170731707,,Montero,August
2016,7,Swansea,Chelsea,0.27027027,,Routledge,August
2016,7,Swansea,Chelsea,0,,A Ayew,August
2016,8,Man Utd,Tottenham,0.338680927,,A Young,August
2016,8,Tottenham,Man Utd,0.352739726,,K Walker,August
2016,8,Tottenham,Man Utd,0.195592287,,Alderweireld,August
2016,8,Tottenham,Man Utd,0.103225806,,Eriksen,August
2016,8,Tottenham,Man Utd,0.215909091,,Eriksen,August
2016,9,Everton,Watford,0.486725664,,Barry,August
2016,9,Everton,Watford,0.057142857,,Barkley,August
2016,9,Everton,Watford,0.105969791,1,Barkley,August
2016,9,Everton,Watford,0.208219178,1,Kone,August
2016,9,Everton,Watford,0.103225806,,Lukaku,August
2016,9,Watford,Everton,0.356466877,1,Layun,August
2016,9,Watford,Everton,0.105969791,,Capoue,August
2016,9,Watford,Everton,0.105969791,,Holebas,August
2016,9,Watford,Everton,0.338461538,,Deeney,August
2016,9,Watford,Everton,0.24702381,1,Ighalo,August
2016,10,Arsenal,West Ham,0.489813995,,Mertesacker,August
2016,10,Arsenal,West Ham,0.25,,Giroud,August
2016,10,Arsenal,West Ham,0.489813995,,Giroud,August
2016,10,Arsenal,West Ham,0.105969791,,Cazorla,August
2016,10,Arsenal,West Ham,0.251748252,,A Sanchez,August
2016,10,Arsenal,West Ham,0.197435897,,A Sanchez,August
2016,10,West Ham,Arsenal,0.489813995,1,Kouyate,August
2016,10,West Ham,Arsenal,0.105969791,1,Zarate,August
2016,10,West Ham,Arsenal,0.208219178,,D Sakho,August
2016,10,West Ham,Arsenal,0.105969791,,Maiga,August
2016,14,Everton,Southampton,0.489813995,1,Lukaku,August
2016,14,Everton,Southampton,0.356466877,,Barkley,August
2016,14,Everton,Southampton,0.307692308,1,Lukaku,August
2016,14,Everton,Southampton,0.338680927,1,Barkley,August
2016,14,Southampton,Everton,0.105969791,,Targett,August
2016,14,Southampton,Everton,0.197435897,,Mane,August
2016,14,Southampton,Everton,0.356466877,,Pelle,August
2016,14,Southampton,Everton,0.105969791,,Mane,August
2016,15,Leicester,West Ham,0.105969791,,Mahrez,August
2016,15,Leicester,West Ham,0.554744526,,Mahrez,August
2016,15,Leicester,West Ham,0.356466877,,Huth,August
2016,15,Leicester,West Ham,0.383802817,,Okazaki,August
2016,15,Leicester,West Ham,0.732110092,1,Okazaki,August
2016,15,Leicester,West Ham,0.338461538,1,Mahrez,August
2016,15,West Ham,Leicester,0.307692308,1,Payet,August
2016,15,West Ham,Leicester,0.254098361,,D Sakho,August
2016,15,West Ham,Leicester,0.383802817,,D Sakho,August
2016,16,Man Utd,Aston Villa,0.27027027,1,Januzaj,August
2016,16,Man Utd,Aston Villa,0.105969791,,Memphis,August
2016,16,Aston Villa,Man Utd,0.486725664,,Agbonlahor,August
2016,17,Newcastle,Swansea,0.125,,Obertan,August
2016,17,Newcastle,Swansea,0.15270936,,Obertan,August
2016,17,Swansea,Newcastle,0.095588235,,Shelvey,August
2016,17,Swansea,Newcastle,0.105969791,,Sigurdsson,August
2016,17,Swansea,Newcastle,0.489813995,1,Gomis,August
2016,17,Swansea,Newcastle,0.489813995,1,A Ayew,August
2016,17,Swansea,Newcastle,0.070063694,,Shelvey,August
2016,17,Swansea,Newcastle,0.105969791,,Naughton,August
2016,18,Norwich,Sunderland,0.338680927,,Howson,August
2016,18,Norwich,Sunderland,0.15270936,,Howson,August
2016,18,Norwich,Sunderland,0.105969791,,R Brady,August
2016,18,Norwich,Sunderland,0.489813995,1,R Martin,August
2016,18,Norwich,Sunderland,0.208219178,1,Whittaker,August
2016,18,Norwich,Sunderland,0.352739726,1,Redmond,August
2016,18,Sunderland,Norwich,0.105969791,,Lens,August
2016,18,Sunderland,Norwich,0.356466877,1,Watmore,August
2016,19,Tottenham,Stoke,0.181818182,,Eriksen,August
2016,19,Tottenham,Stoke,0.19,,Eriksen,August
2016,19,Tottenham,Stoke,0.489813995,1,Dier,August
2016,19,Tottenham,Stoke,0.383802817,,Mason,August
2016,19,Tottenham,Stoke,0.352739726,1,Chadli,August
2016,19,Tottenham,Stoke,0.489813995,,Kane,August
2016,19,Tottenham,Stoke,0.105969791,,Dembele,August
2016,19,Stoke,Tottenham,0.070063694,,Mame Diouf,August
2016,19,Stoke,Tottenham,0.489813995,,Mame Diouf,August
2016,19,Stoke,Tottenham,0.15270936,,Arnautovic,August
2016,19,Stoke,Tottenham,0.486725664,,Mame Diouf,August
2016,19,Stoke,Tottenham,0.828,1,Arnautovic,August
2016,19,Stoke,Tottenham,0.732110092,1,Mame Diouf,August
2016,19,Stoke,Tottenham,0.356466877,,Mame Diouf,August
2016,20,Watford,Wba,0.105969791,,Ighalo,August
2016,20,Watford,Wba,0.127659574,,Deeney,August
2016,20,Watford,Wba,0.15270936,,Nyom,August
2016,20,Watford,Wba,0.105969791,,Ighalo,August
2016,20,Watford,Wba,0.105969791,,Abdi,August
2016,13,Man CIty,Chelsea,0.338680927,,Aguero,August
2016,13,Man CIty,Chelsea,0.356466877,,Aguero,August
2016,13,Man CIty,Chelsea,0.33273703,,Aguero,August
2016,13,Man CIty,Chelsea,0.356466877,1,Aguero,August
2016,13,Man CIty,Chelsea,0.3025,,Y Toure,August
2016,13,Man CIty,Chelsea,0.383802817,1,Kompany,August
2016,13,Man CIty,Chelsea,0.105969791,,Y Toure,August
2016,13,Man CIty,Chelsea,0.215909091,1,Fernandinho,August
2016,13,Chelsea,Man CIty,0.338461538,,Hazard,August
2016,13,Chelsea,Man CIty,0.192,,Cuadrado,August
2016,13,Chelsea,Man CIty,0.268115942,,Falcao,August
2016,11,Crystal Palace,Arsenal,0.105969791,,Cabaye,August
2016,11,Crystal Palace,Arsenal,0.105969791,1,J Ward,August
2016,11,Crystal Palace,Arsenal,0.27027027,,Puncheon,August
2016,11,Crystal Palace,Arsenal,0.486725664,,J Ward,August
2016,11,Arsenal,Crystal Palace,0.352739726,,A Sanchez,August
2016,11,Arsenal,Crystal Palace,0.105969791,,Ramsey,August
2016,11,Arsenal,Crystal Palace,0.356466877,1,Giroud,August
2016,11,Arsenal,Crystal Palace,0.070063694,,A Sanchez,August
2016,11,Arsenal,Crystal Palace,0.506276151,,Ramsey,August
2016,11,Arsenal,Crystal Palace,0.27027027,,Cazorla,August
2016,11,Arsenal,Crystal Palace,0.208219178,,Oxlade,August
2016,12,Liverpool,Bournemouth,0.758687259,1,Benteke,August
2016,12,Liverpool,Bournemouth,0.486725664,,Benteke,August
2016,12,Bournemouth,Liverpool,0.105969791,,Ritchie,August
2016,12,Bournemouth,Liverpool,0.352739726,,Tomlin,August
2016,30,Leicester,Tottenham,0.146919431,1,Mahrez,August
2016,30,Leicester,Tottenham,0.486725664,,Morgan,August
2016,30,Tottenham,Leicester,0.105969791,,Dembele,August
2016,30,Tottenham,Leicester,0.105969791,,Dembele,August
2016,30,Tottenham,Leicester,0.338461538,,Kane,August
2016,30,Tottenham,Leicester,0.105969791,,K Walker,August
2016,30,Tottenham,Leicester,0.758687259,1,Dele Alli,August
2016,30,Tottenham,Leicester,0.732110092,,Dele Alli,August
2016,29,Sunderland,Swansea,0.489813995,,Graham,August
2016,29,Sunderland,Swansea,0.356466877,1,Defoe,August
2016,29,Swansea,Sunderland,0.105969791,,Gomis,August
2016,29,Swansea,Sunderland,0.352739726,1,Gomis,August
2016,29,Swansea,Sunderland,0.195592287,,Montero,August
2016,29,Swansea,Sunderland,0.105969791,,Sigurdsson,August
2016,29,Swansea,Sunderland,0.105969791,,Shelvey,August
2016,29,Swansea,Sunderland,0.105969791,,Sigurdsson,August
2016,29,Swansea,Sunderland,0.489813995,,Gomis,August
2016,29,Swansea,Sunderland,0.356466877,,F Fernandez,August
2016,29,Swansea,Sunderland,0.215909091,,A Ayew,August
2016,28,Norwich,Stoke,0.035714286,,Whittaker,August
2016,28,Norwich,Stoke,0.486725664,,R Martin,August
2016,28,Norwich,Stoke,0.33273703,1,R Martin,August
2016,28,Norwich,Stoke,0.192,,Dorrans,August
2016,28,Norwich,Stoke,0.356466877,,Redmond,August
2016,28,Norwich,Stoke,0.095588235,,Dorrans,August
2016,28,Norwich,Stoke,0.732110092,,Jerome,August
2016,28,Stoke,Norwich,0.489813995,1,Mame Diouf,August
2016,22,West Ham,Bournemouth,0.356466877,1,Nobe,August
2016,22,West Ham,Bournemouth,0.2,,D Sakho,August
2016,22,West Ham,Bournemouth,0.254098361,1,Kouyate,August
2016,22,West Ham,Bournemouth,0.24702381,1,Maiga,August
2016,22,Bournemouth,West Ham,0.486725664,1,C Wilson,August
2016,22,Bournemouth,West Ham,0.356466877,1,C Wilson,August
2016,22,Bournemouth,West Ham,0.338461538,,Gradel,August
2016,22,Bournemouth,West Ham,0.251533742,,Pugh,August
2016,22,Bournemouth,West Ham,0.251748252,1,Pugh,August
2016,22,Bournemouth,West Ham,0.338461538,,Gosling,August
2016,22,Bournemouth,West Ham,0.828,1,C Wilson,August
2016,21,Crystal Palace,Aston Villa,0.105969791,,Sako,August
2016,21,Crystal Palace,Aston Villa,0.506276151,,Sako,August
2016,21,Crystal Palace,Aston Villa,0.486725664,1,Dann,August
2016,21,Crystal Palace,Aston Villa,0.103225806,,Sako,August
2016,21,Crystal Palace,Aston Villa,0,,Sako,August
2016,21,Crystal Palace,Aston Villa,0.3025,1,Sako,August
2016,21,Aston Villa,Crystal Palace,0.383802817,,Agbonlahor,August
2016,21,Aston Villa,Crystal Palace,0,,Grealish,August
2016,26,Man Utd,Newcastle,0.105969791,,Memphis,August
2016,26,Man Utd,Newcastle,0.105969791,,Rooney,August
2016,26,Man Utd,Newcastle,0.192,,Mata,August
2016,26,Man Utd,Newcastle,0.181818182,,Rooney,August
2016,26,Man Utd,Newcastle,0.103225806,,Memphis,August
2016,26,Man Utd,Newcastle,0.307692308,,Shaw,August
2016,26,Man Utd,Newcastle,0.383802817,,Chicharito,August
2016,26,Man Utd,Newcastle,0.19,,Mata,August
2016,27,Southampton,Watford,0.208219178,,Long,August
2016,27,Southampton,Watford,0.489813995,,Caulker,August
2016,27,Southampton,Watford,0.070063694,,Pelle,August
2016,27,Southampton,Watford,0.105969791,,Wanyama,August
2016,27,Southampton,Watford,0.24702381,,Caulker,August
2016,25,Everton,Man CIty,0.105969791,,Barkley,August
2016,25,Man CIty,Everton,0.208219178,,Aguero,August
2016,25,Man CIty,Everton,0.33273703,,Aguero,August
2016,25,Man CIty,Everton,0.105969791,,Silva,August
2016,25,Man CIty,Everton,0.105969791,,Y Toure,August
2016,25,Man CIty,Everton,0.06547619,,Sterling,August
2016,25,Man CIty,Everton,0.170731707,1,Kolarov,August
2016,25,Man CIty,Everton,0.428315412,,Navas,August
2016,25,Man CIty,Everton,0.208219178,,Navas,August
2016,25,Man CIty,Everton,0.428315412,1,Nasri,August
2016,23,Wba,Chelsea,0.828,,Morrison,August
2016,23,Wba,Chelsea,0.338461538,1,Morrison,August
2016,23,Wba,Chelsea,0.105969791,,Brunt,August
2016,23,Wba,Chelsea,0.383802817,1,Morrison,August
2016,23,Wba,Chelsea,0.105969791,,Gnabry,August
2016,23,Wba,Chelsea,0.554744526,,Rondon,August
2016,23,Chelsea,Wba,0.3025,1,Pedro,August
2016,23,Chelsea,Wba,0.489813995,1,D Costa,August
2016,23,Chelsea,Wba,0.105969791,,Willian,August
2016,23,Chelsea,Wba,0.338680927,1,Azpilicueta,August
2016,23,Chelsea,Wba,0.19,,Matic,August
2016,24,Arsenal,Liverpool,0.338461538,,Giroud,August
2016,24,Arsenal,Liverpool,0.486725664,,Ramsey,August
2016,24,Arsenal,Liverpool,0.181818182,,Giroud,August
2016,24,Arsenal,Liverpool,0.105969791,,Ramsey,August
2016,24,Arsenal,Liverpool,0.105969791,,Oxlade,August
2016,24,Liverpool,Arsenal,0.070063694,,Benteke,August
2016,24,Liverpool,Arsenal,0.27027027,,Milner,August
2016,24,Liverpool,Arsenal,0.758687259,,Benteke,August
2016,24,Liverpool,Arsenal,0.070063694,,Firmino,August
2016,24,Liverpool,Arsenal,0.103225806,,Coutinho,August
2016,24,Liverpool,Arsenal,0.105969791,,Coutinho,August
2016,24,Liverpool,Arsenal,0.105969791,,Milner,August
2016,24,Liverpool,Arsenal,0.197435897,,Coutinho,August
2016,33,Tottenham,Everton,0.33273703,,Kane,August
2016,33,Tottenham,Everton,0.27027027,,Mason,August
2016,33,Tottenham,Everton,0.105969791,,Bentaleb,August
2016,33,Tottenham,Everton,0.489813995,,Alderweireld,August
2016,33,Tottenham,Everton,0.486725664,,Mason,August
2016,33,Tottenham,Everton,0.208219178,,Dele Alli,August
2016,33,Everton,Tottenham,0.251533742,,Cleverley,August
2016,33,Everton,Tottenham,0.15270936,,Barkley,August
2016,33,Everton,Tottenham,0.33273703,,Mirallas,August
2016,40,Liverpool,West Ham,0.105969791,,Lovren,August
2016,40,West Ham,Liverpool,0.428315412,1,Lanzini,August
2016,40,West Ham,Liverpool,0.307692308,1,Noble,August
2016,40,West Ham,Liverpool,0.105969791,,Kouyate,August
2016,40,West Ham,Liverpool,0,,Cresswell,August
2016,40,West Ham,Liverpool,0.3025,1,D Sakho,August
2016,39,Stoke,Wba,0.338680927,,Mame Diouf,August
2016,39,Stoke,Wba,0.732110092,,Mame Diouf,August
2016,39,Stoke,Wba,0.105969791,,Pieters,August
2016,39,Stoke,Wba,0.105969791,,Arnautovic,August
2016,39,Wba,Stoke,0.338680927,,Morrison,August
2016,39,Wba,Stoke,0.105969791,,Lambert,August
2016,39,Wba,Stoke,0.105969791,,C Dawson,August
2016,39,Wba,Stoke,0.383802817,1,Rondon,August
2016,39,Wba,Stoke,0.105969791,,Morrison,August
2016,39,Stoke,Wba,0.19,,Adam,August
2016,38,Man CIty,Watford,0.208219178,,Sagna,August
2016,38,Man CIty,Watford,0.27027027,,Sterling,August
2016,38,Man CIty,Watford,0.486725664,1,Sterling,August
2016,38,Man CIty,Watford,0.070063694,1,Fernandinho,August
2016,38,Man CIty,Watford,0.105969791,,Nasri,August
2016,37,Aston Villa,Sunderland,0.307692308,,Gestede,August
2016,37,Aston Villa,Sunderland,0.732110092,1,Sinclair,August
2016,37,Aston Villa,Sunderland,0.105969791,,Bacuna,August
2016,37,Aston Villa,Sunderland,0.307692308,,Westwood,August
2016,37,Aston Villa,Sunderland,0.356466877,,Gestede,August
2016,37,Sunderland,Aston Villa,0.33273703,,S Fletcher,August
2016,37,Sunderland,Aston Villa,0.33273703,1,Lens,August
2016,37,Sunderland,Aston Villa,0.19,1,M'Vila,August
2016,37,Aston Villa,Sunderland,0.828,1,Sinclair,August
2016,34,Bournemouth,Leicester,0.489813995,1,C Wilson,August
2016,34,Leicester,Bournemouth,0.103225806,,Schlupp,August
2016,34,Leicester,Bournemouth,0.828,1,Vardy,August
2016,34,Bournemouth,Leicester,0.333,,Gradel,August
2016,32,Chelsea,Crystal Palace,0.105969791,,Fabregas,August
2016,32,Chelsea,Crystal Palace,0.125,,D Costa,August
2016,32,Chelsea,Crystal Palace,0.356466877,,Fabregas,August
2016,32,Chelsea,Crystal Palace,0.338680927,,Matic,August
2016,32,Chelsea,Crystal Palace,0.489813995,,G Cahill,August
2016,32,Chelsea,Crystal Palace,0.486725664,1,Falcao,August
2016,32,Chelsea,Crystal Palace,0.338461538,,Falcao,August
2016,32,Chelsea,Crystal Palace,0.105969791,,Kenedy,August
2016,32,Chelsea,Crystal Palace,0.105969791,,Fabregas,August
2016,32,Crystal Palace,Chelsea,0.057142857,,Sako,August
2016,32,Crystal Palace,Chelsea,0.356466877,,Cabaye,August
2016,32,Crystal Palace,Chelsea,0.486725664,,Wickham,August
2016,32,Crystal Palace,Chelsea,0.105969791,,Sako,August
2016,32,Crystal Palace,Chelsea,0.486725664,1,Sako,August
2016,32,Crystal Palace,Chelsea,0.732110092,1,J Ward,August
2016,31,Arsenal,Newcastle,0.352739726,,Walcott,August
2016,31,Arsenal,Newcastle,0.105969791,,A Sanchez,August
2016,31,Arsenal,Newcastle,0.24702381,,Ramsey,August
2016,31,Arsenal,Newcastle,0.383802817,,A Sanchez,August
2016,31,Arsenal,Newcastle,0.192,,Cazorla,August
2016,31,Arsenal,Newcastle,0.181818182,,Giroud,August
2016,31,Arsenal,Newcastle,0.15270936,,Cazorla,August
2016,31,Arsenal,Newcastle,0.33273703,,Monreal,August
2016,31,Arsenal,Newcastle,0.19,,Giroud,August
2016,35,Swansea,Man Utd,0.105969791,,Shelvey,August
2016,35,Swansea,Man Utd,0.105969791,,Shelvey,August
2016,35,Swansea,Man Utd,0.489813995,1,A Ayew,August
2016,35,Swansea,Man Utd,0.208219178,1,Gomis,August
2016,35,Man Utd,Swansea,0.195592287,,Rooney,August
2016,35,Man Utd,Swansea,0.554744526,1,Mata,August
2016,35,Man Utd,Swansea,0.197435897,,Mata,August
2016,35,Man Utd,Swansea,0.19,,Memphis,August
2016,36,Southampton,Norwich,0.095588235,,Mane,August
2016,36,Southampton,Norwich,0.554744526,1,Pelle,August
2016,36,Southampton,Norwich,0.208219178,,Mane,August
2016,36,Southampton,Norwich,0.146919431,,J Rodriguez,August
2016,36,Southampton,Norwich,0.27027027,1,Tadic,August
2016,36,Southampton,Norwich,0.489813995,,Pelle,August
2016,36,Southampton,Norwich,0.758687259,1,Tadic,August
2016,36,Norwich,Southampton,0.105969791,,B Johnson,August
2016,36,Southampton,Norwich,0.19,,Ward-Prowse,August
2016,44,Liverpool,Man Utd,0.383802817,,Ings,September
2016,44,Liverpool,Man Utd,0.758687259,,Ings,September
2016,44,Liverpool,Man Utd,0.146919431,,Ibe,September
2016,44,Liverpool,Man Utd,0.338680927,1,Benteke,September
2016,44,Man Utd,Liverpool,0.828,1,Herrera,September
2016,49,Watford,Swansea,0,,Ighalo,September
2016,49,Watford,Swansea,0.105969791,,Abdi,September
2016,49,Watford,Swansea,0.356466877,1,Ighalo,September
2016,49,Watford,Swansea,0.24702381,,Anya,September
2016,49,Watford,Swansea,0.146919431,,Capoue,September
2016,49,Watford,Swansea,0.428315412,,Berghuis,September
2016,49,Watford,Swansea,0.3025,,Berghuis,September
2016,49,Swansea,Watford,0.24702381,,Gomis,September
2016,49,Swansea,Watford,0.486725664,,Gomis,September
2016,49,Swansea,Watford,0.105969791,,Shelvey,September
2016,48,Arsenal,Stoke,0.486725664,,A Sanchez,September
2016,48,Arsenal,Stoke,0.105969791,,A Sanchez,September
2016,48,Arsenal,Stoke,0.197435897,,Walcott,September
2016,48,Arsenal,Stoke,0.105969791,,Koscielny,September
2016,48,Arsenal,Stoke,0.251748252,,Cazorla,September
2016,48,Arsenal,Stoke,0.356466877,1,Walcott,September
2016,48,Arsenal,Stoke,0.486725664,,Walcott,September
2016,48,Arsenal,Stoke,0.197435897,,Ozil,September
2016,48,Arsenal,Stoke,0.428315412,,Walcott,September
2016,48,Arsenal,Stoke,0.192,,Walcott,September
2016,48,Arsenal,Stoke,0.489813995,1,Giroud,September
2016,48,Arsenal,Stoke,0.356466877,,Koscielny,September
2016,48,Stoke,Arsenal,0.105969791,,Joselu,September
2016,48,Stoke,Arsenal,0.25,,Mame Diouf,September
2016,48,Stoke,Arsenal,0.057142857,,Shaqiri,September
2016,48,Stoke,Arsenal,0.105969791,,Bardsley,September
2016,47,Wba,Southampton,0.428315412,,C Dawson,September
2016,47,Southampton,Wba,0.15270936,,Rodriguez,September
2016,47,Southampton,Wba,0.125,,Rodriguez,September
2016,47,Southampton,Wba,0.27027027,,Pelle,September
2016,47,Southampton,Wba,0.195592287,,Pelle,September
2016,45,Crystal Palace,Man CIty,0.070063694,,Puncheon,September
2016,45,Crystal Palace,Man CIty,0.489813995,,Bolasie,September
2016,45,Man CIty,Crystal Palace,0.33273703,,Bony,September
2016,45,Man CIty,Crystal Palace,0.489813995,,Nasri,September
2016,45,Man CIty,Crystal Palace,0.338680927,,Bony,September
2016,45,Man CIty,Crystal Palace,0.105969791,,De Bruyne,September
2016,45,Man CIty,Crystal Palace,0.105969791,,Y Toure,September
2016,45,Man CIty,Crystal Palace,0.146919431,,Nasri,September
2016,45,Man CIty,Crystal Palace,0.758687259,1,Iheanacho,September
2016,42,Norwich,Bournemouth,0.486725664,1,Jerome,September
2016,42,Norwich,Bournemouth,0.181818182,1,Hoolahan,September
2016,42,Norwich,Bournemouth,0.3025,1,Jarvis,September
2016,42,Norwich,Bournemouth,0,,R Brady,September
2016,42,Bournemouth,Norwich,0.506276151,,C Wilson,September
2016,42,Bournemouth,Norwich,0.356466877,1,S Cook,September
2016,43,Everton,Chelsea,0.489813995,1,Naismith,September
2016,43,Everton,Chelsea,0.428315412,,Kone,September
2016,43,Everton,Chelsea,0.105969791,,McCarthy,September
2016,43,Everton,Chelsea,0.105969791,1,Naismith,September
2016,43,Everton,Chelsea,0.195592287,,Lukaku,September
2016,43,Everton,Chelsea,0.057142857,,Kone,September
2016,43,Everton,Chelsea,0.3025,,Lukaku,September
2016,43,Everton,Chelsea,0.2,1,Naismith,September
2016,43,Everton,Chelsea,0.105969791,,Barkley,September
2016,43,Chelsea,Everton,0.105969791,1,Matic,September
2016,43,Chelsea,Everton,0.254098361,,Falcao,September
2016,44,Man Utd,Liverpool,0.356466877,1,Blind,September
2016,44,Man Utd,Liverpool,0.27027027,1,Martial,September
2016,41,Leicester,Aston Villa,0.105969791,,Mahrez,September
2016,41,Leicester,Aston Villa,0.105969791,,Albrighton,September
2016,41,Leicester,Aston Villa,0.383802817,1,de Laet,September
2016,41,Leicester,Aston Villa,0.489813995,1,Vardy,September
2016,41,Leicester,Aston Villa,0.105969791,,Mahrez,September
2016,41,Leicester,Aston Villa,0.489813995,1,N Dyer,September
2016,41,Aston Villa,Leicester,0.486725664,,Agbonlahor,September
2016,41,Aston Villa,Leicester,0.338680927,,Grealish,September
2016,41,Aston Villa,Leicester,0.105969791,1,Grealish,September
2016,41,Aston Villa,Leicester,0.251533742,1,Gil,September
2016,50,Sunderland,Tottenham,0.105969791,,Defoe,September
2016,50,Sunderland,Tottenham,0.192,,Defoe,September
2016,50,Tottenham,Sunderland,0.489813995,,Dier,September
2016,50,Tottenham,Sunderland,0.251533742,,Mason,September
2016,50,Tottenham,Sunderland,0.428315412,1,Mason,September
2016,50,Tottenham,Sunderland,0.208219178,,Kane,September
2016,46,West Ham,Newcastle,0.307692308,1,Payet,September
2016,46,West Ham,Newcastle,0.33273703,1,Payet,September
2016,46,West Ham,Newcastle,0.758687259,,D Sakho,September
2016,46,Newcastle,West Ham,0.352739726,,Janmaat,September
2016,46,Newcastle,West Ham,0.192,,Janmaat,September
2016,46,Newcastle,West Ham,0.215909091,,Janmaat,September
2016,46,Newcastle,West Ham,0.307692308,,S de Jong,September
2016,60,Man CIty,West Ham,0.486725664,,Fernandinho,September
2016,60,Man CIty,West Ham,0.146919431,,Navas,September
2016,60,Man CIty,West Ham,0.554744526,,Aguero,September
2016,60,Man CIty,West Ham,0.105969791,1,De Bruyne,September
2016,60,Man CIty,West Ham,0.383802817,,Otamendi,September
2016,60,Man CIty,West Ham,0.428315412,,Y Toure,September
2016,60,Man CIty,West Ham,0.105969791,,Y Toure,September
2016,60,Man CIty,West Ham,0.506276151,,Otamendi,September
2016,60,West Ham,Man CIty,0.105969791,1,Moses,September
2016,60,West Ham,Man CIty,0.758687259,1,D Sakho,September
2016,60,West Ham,Man CIty,0.105969791,,Payet,September
2016,59,Aston Villa,Wba,0.105969791,,C Sanchez,September
2016,59,Aston Villa,Wba,0.105969791,,Amavi,September
2016,59,Wba,Aston Villa,0.338461538,,Rondon,September
2016,59,Wba,Aston Villa,0.105969791,,D Fletcher,September
2016,59,Wba,Aston Villa,0.338461538,1,Berahino,September
2016,59,Wba,Aston Villa,0.105969791,,Rondon,September
2016,59,Wba,Aston Villa,0.195592287,,Rondon,September
2016,59,Wba,Aston Villa,0.268115942,,Rondon,September
2016,59,Aston Villa,Wba,0.19,,Gil,September
2016,58,Newcastle,Watford,0.489813995,,P Cisse,September
